Ten_xe,Nam_san_xuat,So_km,Xuat_xu,Kieu_dang,Hop_so,Dong_co,Mau_ngoai_that,Mau_noi_that,So_cho_ngoi,Dan_dong,Gia_ban_text,Gia_ban,Link
Hyundai Tucson CRDi Đặc biệt,2021,"50,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Dầu 2.0 L,Đỏ,Kem,5 chỗ,FWD - Dẫn động cầu trước,765 Triệu,765000000,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2021-6223628
Hyundai Stargazer Đặc biệt,2022,"65,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng 1.5 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,445 Triệu,445000000,https://bonbanh.com/xe-hyundai-stargazer-dac-biet-1.5-at-2022-6476852
Mitsubishi Xpander Cross,2025,"9,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Nâu,Đen,7 chỗ,FWD - Dẫn động cầu trước,666 Triệu,666000000,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2025-6367106
Kia Carnival Premium .2D 7S,2023,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 199 Triệu,1199000000,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-6351515
Mini Cooper S Door,2022,"2,500 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Xanh,Nâu,4 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 599 Triệu,1599000000,https://bonbanh.com/xe-mini-cooper-s-3-door-2022-6398044
VinFast VF8 S,2024,10 Km,Lắp ráp trong nước,SUV,Số tự động,Điện,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,780 Triệu,780000000,https://bonbanh.com/xe-vinfast-vf8-s-2024-6478572
Kia Cerato Premium,2019,"75,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đỏ,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,445 Triệu,445000000,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2019-6470956
Toyota Prado VX,2020,"66,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 160 Triệu,2160000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2020-6444456
Lexus LX Super Sport,2018,"70,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,6 Tỷ 90 Triệu,6090000000,https://bonbanh.com/xe-lexus-lx-570-super-sport-2018-6347716
Hyundai SantaFe,2016,"92,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Kem,7 chỗ,4WD - Dẫn động 4 bánh,560 Triệu,560000000,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2016-6387187
Toyota Prado TXL,2009,"150,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,689 Triệu,689000000,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2009-6479861
Audi A8 L V6 TFSI,2014,"120,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Màu khác,Màu khác,5 chỗ,AWD - 4 bánh toàn thời gian,950 Triệu,950000000,https://bonbanh.com/xe-audi-a8-l-v6-3.0-tfsi-2014-6467619
Kia Sorento Signature,2020,"90,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Kem,6 chỗ,AWD - 4 bánh toàn thời gian,895 Triệu,895000000,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2020-6414934
Mazda CX5 Premium Exclusive,2024,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,FWD - Dẫn động cầu trước,850 Triệu,850000000,https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2024-6476120
Lexus LX,2015,"160,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Vàng,Kem,7 chỗ,AWD - 4 bánh toàn thời gian,4 Tỷ 150 Triệu,4150000000,https://bonbanh.com/xe-lexus-lx-570-2015-6441828
LandRover Range Rover Autobiography LWB I6,2023,"20,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Vàng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,11 Tỷ 999 Triệu,11999000000,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-awd-2023-6452649
Hyundai Creta Đặc biệt,2022,"18,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,569 Triệu,569000000,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-6480350
Lexus LM 300h Royal Lounge,2021,"26,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Hybrid 2.5 L,Đen,Kem,4 chỗ,AWD - 4 bánh toàn thời gian,5 Tỷ 990 Triệu,5990000000,https://bonbanh.com/xe-lexus-lm-300h-royal-lounge-2021-5704136
Mercedes Benz GLC 4Matic,2022,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 599 Triệu,1599000000,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-6390266
Kia Cerato,2016,"90,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Xanh,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,358 Triệu,358000000,https://bonbanh.com/xe-kia-cerato-1.6-at-2016-6465217
Hyundai Tucson ATH,2019,"99,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đỏ,Kem,5 chỗ,FWD - Dẫn động cầu trước,668 Triệu,668000000,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2019-6212135
Mazda,2015,"90,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,368 Triệu,368000000,https://bonbanh.com/xe-mazda-3-2.0-at-2015-6452470
Ford Everest Titanium,2020,"52,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,855 Triệu,855000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-6423627
Mitsubishi Pajero,2011,"150,000 Km",Nhập khẩu,SUV,Số tay,Xăng 3.0 L,Bạc,Ghi,7 chỗ,4WD - Dẫn động 4 bánh,225 Triệu,225000000,https://bonbanh.com/xe-mitsubishi-pajero-3.0-2011-6448706
Jeep Wrangler Sport,2021,"48,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Ghi,5 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 250 Triệu,2250000000,https://bonbanh.com/xe-jeep-wrangler-sport-2.0-4x4-at-2021-6434487
VinFast VF9 Plus,2023,0 Km,Lắp ráp trong nước,SUV,Số tự động,Điện 0.2 L,Bạc,Nâu,6 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 50 Triệu,1050000000,https://bonbanh.com/xe-vinfast-vf9-plus-2023-6435615
Audi Q5 Sline TFSI Quattro,2024,"7,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Xanh,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 180 Triệu,2180000000,https://bonbanh.com/xe-audi-q5-sline-45-tfsi-quattro-2024-6400992
Ford F150 Harley Davidson V8,2018,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng 5.0 L,Đen,Đen,5 chỗ,4WD - Dẫn động 4 bánh,3 Tỷ 950 Triệu,3950000000,https://bonbanh.com/xe-ford-f150-harley-davidson-5.0-v8-2018-6279555
VinFast VF3 Plus,2024,"13,256 Km",Lắp ráp trong nước,Hatchback,Số tự động,Điện,Trắng,Nhiều màu,4 chỗ,RFD - Dẫn động cầu sau,225 Triệu,225000000,https://bonbanh.com/xe-vinfast-vf3-plus-2024-6477294
Mitsubishi Outlander Premium,2019,"80,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,7 chỗ,FWD - Dẫn động cầu trước,625 Triệu,625000000,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-premium-2019-6385413
Ford Ranger Wildtrak,2016,"108,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 3.2 L,Xám,Nhiều màu,5 chỗ,4WD - Dẫn động 4 bánh,525 Triệu,525000000,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-6307849
Hyundai SantaFe,2018,"73,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,639 Triệu,639000000,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-6345372
Ford Everest Titanium,2022,"58,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Nâu,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 179 Triệu,1179000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-6338987
Kia Carnival Signature .5G,2022,"60,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng 3.5 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 230 Triệu,1230000000,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2022-6287240
Audi Q5,2015,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,700 Triệu,700000000,https://bonbanh.com/xe-audi-q5-2.0-at-2015-6444378
Mercedes Benz C class C200,2011,"108,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.8 L,Trắng,Kem,5 chỗ,RFD - Dẫn động cầu sau,295 Triệu,295000000,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2011-6482090
BMW Series 330i M Sport,2023,"17,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 699 Triệu,1699000000,https://bonbanh.com/xe-bmw-3_series-330i-m-sport-2023-6420060
Toyota Yaris,2009,"16,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 1.3 L,Xám,Đen,5 chỗ,FWD - Dẫn động cầu trước,210 Triệu,210000000,https://bonbanh.com/xe-toyota-yaris-1.3-at-2009-6393448
Volvo XC60 Inscription B6,2021,"79,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 599 Triệu,1599000000,https://bonbanh.com/xe-volvo-xc60-inscription-b6-awd-2021-6444749
Mazda CX5 Premium,2024,"5,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,815 Triệu,815000000,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2024-6436823
Hyundai SantaFe MLX,2008,"150,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,FWD - Dẫn động cầu trước,290 Triệu,290000000,https://bonbanh.com/xe-hyundai-santafe-mlx-2.0l-2008-6481761
LandRover Range Rover Autobiography LWB,2016,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.0 L,Đen,Đen,4 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 368 Triệu,3368000000,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2016-6455759
LandRover Range Rover Autobiography LWB,2015,0 Km,Nhập khẩu,SUV,Số tự động,Xăng 5.0 L,Đen,Nâu,4 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 560 Triệu,3560000000,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2015-6417627
Toyota Camry .5Q,2015,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Vàng,Đen,5 chỗ,FWD - Dẫn động cầu trước,539 Triệu,539000000,https://bonbanh.com/xe-toyota-camry-2.5q-2015-6420412
Toyota Camry .5Q,2015,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Vàng,Đen,5 chỗ,FWD - Dẫn động cầu trước,539 Triệu,539000000,https://bonbanh.com/xe-toyota-camry-2.5q-2015-6420412
MG ZS Standard,2024,"15,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,439 Triệu,439000000,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2024-6482243
Ford Territory Titanium X,2024,"9,800 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,833 Triệu,833000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-6451320
Toyota Prado VX,2021,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Trắng,Kem,7 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 580 Triệu,2580000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6368126
Ford Explorer Limited EcoBoost,2017,"78,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.3 L,Xám,Kem,7 chỗ,AWD - 4 bánh toàn thời gian,845 Triệu,845000000,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2017-6467926
MG Luxury,2022,"35,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 1.5 L,Vàng,Đen,5 chỗ,FWD - Dẫn động cầu trước,375 Triệu,375000000,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-6426649
Toyota Corolla Cross .8V,2021,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,685 Triệu,685000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-6350414
Hyundai Kona Turbo,2018,"90,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Xanh,Đen,5 chỗ,FWD - Dẫn động cầu trước,445 Triệu,445000000,https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2018-6352024
Kia Cerato,2018,"98,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,365 Triệu,365000000,https://bonbanh.com/xe-kia-cerato-1.6-mt-2018-6394678
Toyota Prado VX,2022,"95,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Trắng,Kem,7 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 750 Triệu,2750000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2022-6336978
Hyundai Grand Starex Van,2014,"145,007 Km",Nhập khẩu,Van/Minivan,Số tự động,Dầu 2.5 L,Trắng,Ghi,3 chỗ,RFD - Dẫn động cầu sau,385 Triệu,385000000,https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-at-2014-6282753
Toyota Vios .5E,2017,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Cát,Kem,5 chỗ,FWD - Dẫn động cầu trước,335 Triệu,335000000,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2017-6261021
Toyota Yaris Cross D,2024,"28,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Xanh,Đen,5 chỗ,FWD - Dẫn động cầu trước,635 Triệu,635000000,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-6449069
Mercedes Benz GLE Class GLE 4Matic,2021,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Đen,Kem,7 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 789 Triệu,2789000000,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2021-6406143
Kia Carnival Signature .2D,2022,"89,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 120 Triệu,1120000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6453899
Ford Territory Titanium X,2024,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,839 Triệu,839000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-6420812
VinFast Lux A,2021,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,-,5 chỗ,RFD - Dẫn động cầu sau,505 Triệu,505000000,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-6284213
Hyundai SantaFe Cao cấp HTRAC,2022,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 168 Triệu,1168000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6432332
Ford EcoSport Titanium,2019,"92,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Cát,Đen,5 chỗ,FWD - Dẫn động cầu trước,398 Triệu,398000000,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-6205026
Lexus RX,2020,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.5 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 490 Triệu,3490000000,https://bonbanh.com/xe-lexus-rx-350l-2020-6390738
Lexus RX,2020,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.5 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 490 Triệu,3490000000,https://bonbanh.com/xe-lexus-rx-350l-2020-6390738
Nissan Navara VL,2021,"66,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.5 L,Đỏ,Đen,5 chỗ,4WD - Dẫn động 4 bánh,689 Triệu,689000000,https://bonbanh.com/xe-nissan-navara-vl-2.5-at-4wd-2021-6307904
Ford Territory Titanium X,2025,"5,600 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,855 Triệu,855000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2025-6475613
Ford Everest Titanium,2025,"3,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 299 Triệu,1299000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2025-6479062
Peugeot Allure,2020,"75,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.6 L,Đen,Màu khác,7 chỗ,FWD - Dẫn động cầu trước,690 Triệu,690000000,https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2020-6453082
Ford Everest Titanium,2019,"97,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,879 Triệu,879000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2019-6291293
Mazda S,2013,"106,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,288 Triệu,288000000,https://bonbanh.com/xe-mazda-3-s-1.6-at-2013-6481861
LandRover Range Rover Sport HSE,2015,"70,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Xanh,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 415 Triệu,1415000000,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2015-6463379
Mercedes Benz GLC 4Matic,2023,"21,000 Km",Lắp ráp trong nước,SUV,Số tự động,Hybrid 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 878 Triệu,1878000000,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-6481383
Mercedes Benz S class S450L Luxury,2017,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 890 Triệu,1890000000,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2017-6339585
Ford Mustang GT Fastback,2020,0 Km,Nhập khẩu,Coupe,Số tự động,Xăng 5.0 L,Cam,Nhiều màu,4 chỗ,RFD - Dẫn động cầu sau,3 Tỷ 750 Triệu,3750000000,https://bonbanh.com/xe-ford-mustang-gt-fastback-2020-6255540
Ford Territory Titanium,2023,"10,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Trắng,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,750 Triệu,750000000,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2023-6442439
Kia Sorento Signature,2022,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Kem,6 chỗ,AWD - 4 bánh toàn thời gian,940 Triệu,940000000,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2022-6446042
Mazda CX5,2017,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,525 Triệu,525000000,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-6473017
Hyundai Kona ATH,2021,"35,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,525 Triệu,525000000,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2021-6388340
Mitsubishi Triton Athlete,2022,"55,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Trắng,Nhiều màu,5 chỗ,RFD - Dẫn động cầu sau,615 Triệu,615000000,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2022-6478017
Rolls Royce Ghost V12,2010,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 6.6 L,Đen,Đỏ,4 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 990 Triệu,3990000000,https://bonbanh.com/xe-rolls_royce-ghost-6.6-v12-2010-6343226
Kia Carnival Signature .2D,2023,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 230 Triệu,1230000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-6482289
Volvo S90 Ultra B6,2025,"1,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 150 Triệu,2150000000,https://bonbanh.com/xe-volvo-s90-ultra-b6-awd-2025-6354595
Kia Sedona DAT Luxury,2021,"900,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Cát,Vàng,7 chỗ,FWD - Dẫn động cầu trước,800 Triệu,800000000,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2021-6478044
Ford Explorer Platinum EcoBoost,2021,"7,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ,3000000000,https://bonbanh.com/xe-ford-explorer-platinum-3.0l-ecoboost-2021-6272925
Hyundai SantaFe Premium HTRAC,2019,"90,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Bạc,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,735 Triệu,735000000,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2019-6357831
Lexus LX Super Sport MBS,2020,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Trắng,Đỏ,4 chỗ,AWD - 4 bánh toàn thời gian,7 Tỷ 299 Triệu,7299000000,https://bonbanh.com/xe-lexus-lx-570-super-sport-mbs-2020-6416023
Audi Q5,2018,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 299 Triệu,1299000000,https://bonbanh.com/xe-audi-q5-2.0-at-2018-6435754
Toyota Innova Cross HEV,2024,"5,000 Km",Nhập khẩu,Crossover,Số tự động,Hybrid 2.0 L,Xanh,-,7 chỗ,FWD - Dẫn động cầu trước,999 Triệu,999000000,https://bonbanh.com/xe-toyota-innova-cross-hev-2.0-cvt-2024-6431781
VinFast VF5 Plus,2024,"9,200 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Vàng,Kem,5 chỗ,FWD - Dẫn động cầu trước,485 Triệu,485000000,https://bonbanh.com/xe-vinfast-vf5-plus-2024-6388546
BMW Series 520i,2016,"129,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,RFD - Dẫn động cầu sau,779 Triệu,779000000,https://bonbanh.com/xe-bmw-5_series-520i-2016-6226178
Lexus LX,2018,"79,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,6 Tỷ 550 Triệu,6550000000,https://bonbanh.com/xe-lexus-lx-570-2018-6420868
Chevrolet Orlando LTZ,2017,"84,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.8 L,Đen,Nhiều màu,7 chỗ,FWD - Dẫn động cầu trước,358 Triệu,358000000,https://bonbanh.com/xe-chevrolet-orlando-ltz-1.8-2017-6398282
Hyundai SantaFe Cao cấp HTRAC,2023,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 240 Triệu,1240000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2023-6455218
Kia Cerato,2009,"130,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 1.6 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,210 Triệu,210000000,https://bonbanh.com/xe-kia-cerato-1.6-at-2009-6411309
Ford Territory Titanium X,2024,"18,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,815 Triệu,815000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-6470401
