name,brand,price,url,year,origin,transmission,body_type,engine,drive,mileage_km,seats,doors,exterior_color,interior_color,condition
Honda Civic,Honda,205 Triệu,https://bonbanh.com/xe-honda-civic-2.0-at-2008-6356549,2008,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,200000,5,4,Cát,Kem,Xe đã dùng
VinFast Fadil,Vinfast,295 Triệu,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-6384010,2021,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.4 L,FWD - Dẫn động cầu trước,97000,5,5,Trắng,Trắng,Xe đã dùng
Mazda Luxury,Mazda,499 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2021-6384020,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,59000,5,4,Đỏ,Đen,Xe đã dùng
Mazda,Mazda,360 Triệu,https://bonbanh.com/xe-mazda-3-1.5-at-2016-6384029,2016,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,0,5,4,Trắng,-,Xe đã dùng
Toyota Camry .0V,Toyota,145 Triệu,https://bonbanh.com/xe-toyota-camry-3.0v-2006-6383996,2006,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,FWD - Dẫn động cầu trước,0,5,4,Đen,Vàng,Xe đã dùng
Lexus RX,Lexus,3 Tỷ 50 Triệu,https://bonbanh.com/xe-lexus-rx-300-2022-6367910,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,20000,5,5,Đen,Nâu,Xe đã dùng
Lexus GX,Lexus,1 Tỷ 350 Triệu,https://bonbanh.com/xe-lexus-gx-460-2011-6383010,2011,Nhập khẩu,Số tự động,SUV,Xăng 4.6 L,AWD - 4 bánh toàn thời gian,160000,7,5,Bạc,Kem,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,1 Tỷ 50 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-6383909,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,81000,5,5,Đen,Nâu,Xe đã dùng
Toyota Camry .5Q,Toyota,475 Triệu,https://bonbanh.com/xe-toyota-camry-2.5q-2013-6383871,2013,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,130000,5,4,Đen,Đen,Xe đã dùng
Toyota Vios .5G,Toyota,360 Triệu,https://bonbanh.com/xe-toyota-vios-1.5g-2015-6383859,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,100000,5,4,Đen,Xám,Xe đã dùng
Toyota Innova .0G,Toyota,340 Triệu,https://bonbanh.com/xe-toyota-innova-2.0g-2013-6383858,2013,Lắp ráp trong nước,Số tự động,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,122613,8,5,Bạc,Kem,Xe đã dùng
Mazda CX5,Mazda,580 Triệu,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-6383794,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,92000,5,5,Đỏ,Đen,Xe đã dùng
Toyota Land Cruiser V6,Toyota,5 Tỷ 279 Triệu,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-6380483,2023,Nhập khẩu,Số tự động,SUV,Xăng 3.4 L,AWD - 4 bánh toàn thời gian,40000,7,5,Trắng,Kem,Xe đã dùng
LandRover Range Rover Autobiography LWB I6,Range Rover,6 Tỷ 500 Triệu,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-2020-6362445,2020,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,20000,5,5,Trắng,Nâu,Xe đã dùng
Ford Focus,Ford,197 Triệu,https://bonbanh.com/xe-ford-focus-1.8-at-2012-6383785,2012,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.8 L,FWD - Dẫn động cầu trước,130000,5,5,Cát,Đen,Xe đã dùng
Mazda,Mazda,380 Triệu,https://bonbanh.com/xe-mazda-6-2.5-at-2015-6382364,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,110000,5,4,Trắng,Đen,Xe đã dùng
Toyota Corolla altis .8G,Toyota,405 Triệu,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2015-6383732,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,110000,5,4,Nâu,Kem,Xe đã dùng
Ford Explorer Limited EcoBoost,Ford,1 Tỷ 760 Triệu,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2022-6370175,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.3 L,AWD - 4 bánh toàn thời gian,40000,7,5,Trắng,Nâu,Xe đã dùng
Ford Ranger Wildtrak,Ford,875 Triệu,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2025-6374439,2025,Lắp ráp trong nước,Số tự động,Bán tải / Pickup,Dầu 2.0 L,4WD - Dẫn động 4 bánh,6000,5,4,Trắng,Đen,Xe đã dùng
Ford Everest Titanium,Ford,850 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-6383644,2019,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,RFD - Dẫn động cầu sau,64000,7,5,Đỏ,Đen,Xe đã dùng
Toyota Camry .4G,Toyota,255 Triệu,https://bonbanh.com/xe-toyota-camry-2.4g-2008-6383566,2008,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.4 L,FWD - Dẫn động cầu trước,460000,5,4,Đen,Kem,Xe đã dùng
Mazda Luxury,Mazda,505 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2021-6383547,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,4,Đỏ,Đen,Xe đã dùng
Toyota Camry .5Q,Toyota,785 Triệu,https://bonbanh.com/xe-toyota-camry-2.5q-2019-6085643,2019,Nhập khẩu,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,56000,5,4,Trắng,Đen,Xe đã dùng
Mitsubishi Attrage Eco,Mitsubishi,285 Triệu,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-eco-2019-6372999,2019,Nhập khẩu,Số tự động,Sedan,Xăng 1.2 L,FWD - Dẫn động cầu trước,60000,5,4,Ghi,Ghi,Xe đã dùng
Hyundai i10 Grand,Hyundai,305 Triệu,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-6362651,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.25 L,FWD - Dẫn động cầu trước,90000,5,4,Xanh,Đen,Xe đã dùng
Chevrolet Trailblazer LTZ VGT,Chevrolet,585 Triệu,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2018-6380187,2018,Nhập khẩu,Số tự động,SUV,Dầu 2.5 L,AWD - 4 bánh toàn thời gian,120000,7,5,Đen,Đen,Xe đã dùng
VinFast Lux A Tiêu chuẩn,Vinfast,585 Triệu,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-6237564,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,60000,5,4,Đen,Nâu,Xe đã dùng
Toyota Corolla Cross .8G,Toyota,645 Triệu,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-6383346,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,40000,5,5,Đen,Nâu,Xe đã dùng
Mitsubishi Xpander,Mitsubishi,448 Triệu,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-6380756,2020,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,90000,7,5,Trắng,Kem,Xe đã dùng
Honda CRV L,Honda,765 Triệu,https://bonbanh.com/xe-honda-crv-l-2019-6337506,2019,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,90000,7,5,Trắng,Đen,Xe đã dùng
Lexus ES,Lexus,1 Tỷ 635 Triệu,https://bonbanh.com/xe-lexus-es-250-2018-6383300,2018,Nhập khẩu,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,60000,5,4,Trắng,Kem,Xe đã dùng
Nissan Tiida,Nissan,190 Triệu,https://bonbanh.com/xe-nissan-tiida-1.6-at-2008-6383207,2008,Nhập khẩu,Số tự động,Hatchback,Xăng 1.6 L,FWD - Dẫn động cầu trước,160000,5,5,Xanh,Trắng,Xe đã dùng
VinFast VF e34,Vinfast,450 Triệu,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-6275555,2022,Lắp ráp trong nước,Số tự động,Crossover,Điện 0.1 L,FWD - Dẫn động cầu trước,22000,5,5,Trắng,Đen,Xe đã dùng
Mazda Luxury,Mazda,470 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-6299268,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,5,4,Trắng,Đen,Xe đã dùng
Toyota Yaris .5G,Toyota,435 Triệu,https://bonbanh.com/xe-toyota-yaris-1.5g-2018-6383008,2018,Nhập khẩu,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,310000,5,5,Trắng,Kem,Xe đã dùng
Kia Sportage,Kia,445 Triệu,https://bonbanh.com/xe-kia-sportage-2.0-at-2015-6383032,2015,Nhập khẩu,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,120000,5,5,Trắng,Xám,Xe đã dùng
Hyundai SantaFe Cao cấp HTRAC,Hyundai,975 Triệu,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2021-6366724,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,68000,7,5,Trắng,Nâu,Xe đã dùng
Nissan Navara EL,Nissan,715 Triệu,https://bonbanh.com/xe-nissan-navara-el-2.5-at-2wd-2018-6382956,2018,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.5 L,RFD - Dẫn động cầu sau,78000,5,4,Nâu,-,Xe đã dùng
Mazda BT50,Mazda,410 Triệu,https://bonbanh.com/xe-mazda-bt50-2.2l-4x4-mt-2018-6382952,2018,Nhập khẩu,Số tay,Bán tải / Pickup,Dầu 2.2 L,4WD - Dẫn động 4 bánh,86000,5,4,Trắng,Đen,Xe đã dùng
Kia Forte SLi,Kia,205 Triệu,https://bonbanh.com/xe-kia-forte-sli-1.6-at-2009-6382951,2009,Nhập khẩu,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,100000,5,4,Trắng,Kem,Xe đã dùng
Kia Morning SLX,Kia,133 Triệu,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2009-6382927,2009,Nhập khẩu,Số tự động,Hatchback,Xăng 1.0 L,FWD - Dẫn động cầu trước,120000,5,5,Bạc,Đen,Xe đã dùng
Ford Ranger XLS,Ford,390 Triệu,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-6382948,2016,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.2 L,RFD - Dẫn động cầu sau,85000,5,4,Bạc,Kem,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,850 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2016-6368019,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,109825,5,5,Đen,Kem,Xe đã dùng
Mitsubishi Outlander,Mitsubishi,710 Triệu,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2022-6382838,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,13000,7,5,Trắng,Đen,Xe đã dùng
Hyundai Click,Hyundai,148 Triệu,https://bonbanh.com/xe-hyundai-click-1.4-at-2008-6382808,2008,Nhập khẩu,Số tự động,Hatchback,Xăng 1.4 L,FWD - Dẫn động cầu trước,0,5,5,Xanh,Đen,Xe đã dùng
Jaguar XJ series XJL Portfolio,Jaguar,1 Tỷ 899 Triệu,https://bonbanh.com/xe-jaguar-xj_series-xjl-3.0-portfolio-2016-6084990,2016,Nhập khẩu,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,48000,5,4,Trắng,Nâu,Xe đã dùng
Hyundai Kona Turbo,Hyundai,520 Triệu,https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2020-6382697,2020,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,FWD - Dẫn động cầu trước,52000,5,5,Đen,Xám,Xe đã dùng
Nissan Navara EL A IVI,Nissan,459 Triệu,https://bonbanh.com/xe-nissan-navara-el-a-ivi-2.5-at-2wd-2020-6143543,2020,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.5 L,RFD - Dẫn động cầu sau,83000,5,4,Cam,Kem,Xe đã dùng
Hyundai Genesis BH330,Hyundai,543 Triệu,https://bonbanh.com/xe-hyundai-genesis-bh330-2010-6362031,2010,Nhập khẩu,Số tự động,Sedan,Xăng 3.3 L,RFD - Dẫn động cầu sau,120000,4,4,Đen,Đen,Xe đã dùng
Kia Morning Sport,Kia,115 Triệu,https://bonbanh.com/xe-kia-morning-1.0-mt-sport-2012-6382534,2012,Nhập khẩu,Số tay,Hatchback,Xăng 1.0 L,FWD - Dẫn động cầu trước,140000,5,5,Trắng,Ghi,Xe đã dùng
Mercedes Benz GLE Class GLE 4Matic,Mercedes,2 Tỷ 859 Triệu,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2020-6357071,2020,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,28000,7,5,Trắng,Đen,Xe đã dùng
Honda CRV L,Honda,845 Triệu,https://bonbanh.com/xe-honda-crv-l-2021-6225350,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,45000,7,5,Xanh,Đen,Xe đã dùng
Toyota Raize G,Toyota,469 Triệu,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-6334364,2023,Nhập khẩu,Số tự động,SUV,Xăng 1.0 L,FWD - Dẫn động cầu trước,39000,5,5,Trắng,Đen,Xe đã dùng
Peugeot Allure,Peugeot,650 Triệu,https://bonbanh.com/xe-peugeot-3008-allure-1.6-at-2020-6342219,2020,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,FWD - Dẫn động cầu trước,46000,5,5,Trắng,Đen,Xe đã dùng
Volkswagen T Cross Luxury,Volkswagen,795 Triệu,https://bonbanh.com/xe-volkswagen-t-cross-luxury-1.0-at-2023-6382366,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.0 L,FWD - Dẫn động cầu trước,5000,5,5,Trắng,Xám,Xe đã dùng
Lexus ES F Sport,Lexus,2 Tỷ 190 Triệu,https://bonbanh.com/xe-lexus-es-250-f-sport-2021-6375418,2021,Nhập khẩu,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,27000,5,4,Đen,Đen,Xe đã dùng
Toyota Avanza Premio,Toyota,479 Triệu,https://bonbanh.com/xe-toyota-avanza-premio-1.5-at-2023-6382342,2023,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,RFD - Dẫn động cầu sau,0,7,5,Trắng,Đen,Xe đã dùng
Hyundai Accent Đặc Biệt,Hyundai,453 Triệu,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-6367343,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.4 L,FWD - Dẫn động cầu trước,46000,5,4,Trắng,Kem,Xe đã dùng
Hyundai i10,Hyundai,385 Triệu,https://bonbanh.com/xe-hyundai-i10-1.2-at-2023-6379581,2023,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.25 L,FWD - Dẫn động cầu trước,6500,5,5,Trắng,Nâu,Xe đã dùng
Hyundai Elantra,Hyundai,400 Triệu,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2019-6317441,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,100000,5,4,Đen,Kem,Xe đã dùng
Kia K3 Premium,Kia,555 Triệu,https://bonbanh.com/xe-kia-k3-premium-2.0-at-2022-6255644,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,55000,5,4,Trắng,Đen,Xe đã dùng
Mazda,Mazda,330 Triệu,https://bonbanh.com/xe-mazda-2-1.5-at-2017-6223068,2017,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,85000,5,4,Đỏ,Đen,Xe đã dùng
Chevrolet Trailblazer LT VGT,Chevrolet,495 Triệu,https://bonbanh.com/xe-chevrolet-trailblazer-lt-2.5l-vgt-4x2-at-2018-6382095,2018,Nhập khẩu,Số tự động,SUV,Dầu 2.5 L,RFD - Dẫn động cầu sau,62000,7,5,Đen,Kem,Xe đã dùng
Hyundai SantaFe HTRAC,Hyundai,815 Triệu,https://bonbanh.com/xe-hyundai-santafe-2.2l-htrac-2019-6381186,2019,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,AWD - 4 bánh toàn thời gian,130000,7,5,Trắng,Trắng,Xe đã dùng
Hyundai Accent,Hyundai,420 Triệu,https://bonbanh.com/xe-hyundai-accent-1.4-at-2024-6381950,2024,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.4 L,FWD - Dẫn động cầu trước,30000,5,4,Trắng,Đen,Xe đã dùng
Ford Ranger Wildtrak,Ford,885 Triệu,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2024-6375303,2024,Lắp ráp trong nước,Số tự động,Bán tải / Pickup,Dầu 2.0 L,4WD - Dẫn động 4 bánh,19000,5,4,Trắng,Đen,Xe đã dùng
